,Stock,ML,MAPE,n_steps_in,n_steps_out,interval,samples_test
467,SUZB3,convLSTM2D,17.5,5,1,1wk,5
468,TASA3,LSTM,13.3,5,1,1wk,5
469,TASA3,BidirectionalLSTM,21.8,5,1,1wk,5
470,TASA3,convLSTM1D,10.1,5,1,1wk,5
471,TASA3,convLSTM2D,48.6,5,1,1wk,5
472,TCSA3,LSTM,4.2,5,1,1wk,5
473,TCSA3,BidirectionalLSTM,7.6,5,1,1wk,5
474,TCSA3,convLSTM1D,3.3,5,1,1wk,5
475,TCSA3,convLSTM2D,8.3,5,1,1wk,5
476,TGMA3,LSTM,7.7,5,1,1wk,5
477,TGMA3,BidirectionalLSTM,6.9,5,1,1wk,5
478,TGMA3,convLSTM1D,4.0,5,1,1wk,5
479,TGMA3,convLSTM2D,22.7,5,1,1wk,5
480,TAEE3,LSTM,53.5,5,1,1wk,5
481,TAEE3,BidirectionalLSTM,27.4,5,1,1wk,5
482,TAEE3,convLSTM1D,46.4,5,1,1wk,5
483,TAEE3,convLSTM2D,19.0,5,1,1wk,5
484,TIMP3,LSTM,14.4,5,1,1wk,5
485,TIMP3,BidirectionalLSTM,18.2,5,1,1wk,5
486,TIMP3,convLSTM1D,10.7,5,1,1wk,5
487,TIMP3,convLSTM2D,43.5,5,1,1wk,5
488,TOTS3,LSTM,55.8,5,1,1wk,5
489,TOTS3,BidirectionalLSTM,86.9,5,1,1wk,5
490,TOTS3,convLSTM1D,49.2,5,1,1wk,5
491,TOTS3,convLSTM2D,20.5,5,1,1wk,5
492,TRIS3,LSTM,26.0,5,1,1wk,5
493,TRIS3,BidirectionalLSTM,10.9,5,1,1wk,5
494,TRIS3,convLSTM1D,19.4,5,1,1wk,5
495,TRIS3,convLSTM2D,7.0,5,1,1wk,5
496,TUPY3,LSTM,10.9,5,1,1wk,5
497,TUPY3,BidirectionalLSTM,23.4,5,1,1wk,5
498,TUPY3,convLSTM1D,30.7,5,1,1wk,5
499,TUPY3,convLSTM2D,26.2,5,1,1wk,5
500,UGPA3,LSTM,30.3,5,1,1wk,5
501,UGPA3,BidirectionalLSTM,23.2,5,1,1wk,5
502,UGPA3,convLSTM1D,20.4,5,1,1wk,5
503,UGPA3,convLSTM2D,10.4,5,1,1wk,5
504,UNIP6,LSTM,6.3,5,1,1wk,5
505,UNIP6,BidirectionalLSTM,26.4,5,1,1wk,5
506,UNIP6,convLSTM1D,32.0,5,1,1wk,5
507,UNIP6,convLSTM2D,21.3,5,1,1wk,5
508,USIM5,LSTM,65.2,5,1,1wk,5
509,USIM5,BidirectionalLSTM,20.3,5,1,1wk,5
510,USIM5,convLSTM1D,10.7,5,1,1wk,5
511,USIM5,convLSTM2D,13.5,5,1,1wk,5
512,VALE3,LSTM,37.3,5,1,1wk,5
513,VALE3,BidirectionalLSTM,12.5,5,1,1wk,5
514,VALE3,convLSTM1D,24.9,5,1,1wk,5
515,VALE3,convLSTM2D,28.1,5,1,1wk,5
516,VIVT3,LSTM,102.7,5,1,1wk,5
517,VIVT3,BidirectionalLSTM,78.6,5,1,1wk,5
518,VIVT3,convLSTM1D,102.3,5,1,1wk,5
519,VIVT3,convLSTM2D,43.4,5,1,1wk,5
520,VLID3,LSTM,10.0,5,1,1wk,5
521,VLID3,BidirectionalLSTM,10.1,5,1,1wk,5
522,VLID3,convLSTM1D,12.1,5,1,1wk,5
523,VLID3,convLSTM2D,42.4,5,1,1wk,5
524,VULC3,LSTM,14.7,5,1,1wk,5
525,VULC3,BidirectionalLSTM,27.2,5,1,1wk,5
526,VULC3,convLSTM1D,18.6,5,1,1wk,5
527,VULC3,convLSTM2D,8.2,5,1,1wk,5
528,VVAR3,LSTM,14.1,5,1,1wk,5
529,VVAR3,BidirectionalLSTM,17.5,5,1,1wk,5
530,VVAR3,convLSTM1D,8.7,5,1,1wk,5
531,VVAR3,convLSTM2D,9.5,5,1,1wk,5
532,WEGE3,LSTM,22.9,5,1,1wk,5
533,WEGE3,BidirectionalLSTM,16.5,5,1,1wk,5
534,WEGE3,convLSTM1D,24.2,5,1,1wk,5
535,WEGE3,convLSTM2D,24.6,5,1,1wk,5
536,WIZS3,LSTM,118.7,5,1,1wk,5
537,WIZS3,BidirectionalLSTM,192.9,5,1,1wk,5
538,WIZS3,convLSTM1D,190.8,5,1,1wk,5
539,WIZS3,convLSTM2D,202.1,5,1,1wk,5
540,YDUQ3,LSTM,28.7,5,1,1wk,5
541,YDUQ3,BidirectionalLSTM,42.4,5,1,1wk,5
542,YDUQ3,convLSTM1D,37.6,5,1,1wk,5
543,YDUQ3,convLSTM2D,31.3,5,1,1wk,5
